Month_year,Consultation_Type,Case,Age_Sex,Count,Age_Group,Sex,Age_Group_Num
2023 - 12,1,6,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,1,4,55-59 Male,3.0,55-59,Male,55-59
2023 - 12,1,7,55-59 Male,9.0,55-59,Male,55-59
2023 - 12,1,10,55-59 Male,2.0,55-59,Male,55-59
2023 - 12,1,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,1,8,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,2,11,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,2,12,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,2,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,2,50,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,3,52,55-59 Male,1.0,55-59,Male,55-59
2023 - 7,1,3,55-59 Male,1.0,55-59,Male,55-59
2023 - 7,1,7,55-59 Male,9.0,55-59,Male,55-59
2023 - 7,1,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 7,2,59,55-59 Male,7.0,55-59,Male,55-59
2023 - 7,2,11,55-59 Male,1.0,55-59,Male,55-59
2023 - 7,2,12,55-59 Male,2.0,55-59,Male,55-59
2023 - 7,2,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 7,3,64,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,1,1,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,1,4,55-59 Male,5.0,55-59,Male,55-59
2023 - 6,1,3,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,1,7,55-59 Male,7.0,55-59,Male,55-59
2023 - 6,1,10,55-59 Male,3.0,55-59,Male,55-59
2023 - 6,1,5,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,1,8,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,2,16,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,2,15,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,2,75,55-59 Male,4.0,55-59,Male,55-59
2023 - 6,3,66,55-59 Male,1.0,55-59,Male,55-59
2023 - 6,3,78,55-59 Male,1.0,55-59,Male,55-59
2023 - 11,1,83,55-59 Male,3.0,55-59,Male,55-59
2023 - 11,1,6,55-59 Male,1.0,55-59,Male,55-59
2023 - 11,1,7,55-59 Male,5.0,55-59,Male,55-59
2023 - 11,1,1,55-59 Male,3.0,55-59,Male,55-59
2023 - 11,1,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 11,1,84,55-59 Male,1.0,55-59,Male,55-59
2023 - 11,1,3,55-59 Male,1.0,55-59,Male,55-59
2023 - 11,2,85,55-59 Male,1.0,55-59,Male,55-59
2023 - 11,2,59,55-59 Male,2.0,55-59,Male,55-59
2023 - 11,2,16,55-59 Male,2.0,55-59,Male,55-59
2023 - 11,2,12,55-59 Male,2.0,55-59,Male,55-59
2023 - 10,1,6,55-59 Male,1.0,55-59,Male,55-59
2023 - 10,1,3,55-59 Male,2.0,55-59,Male,55-59
2023 - 10,1,4,55-59 Male,1.0,55-59,Male,55-59
2023 - 10,1,7,55-59 Male,7.0,55-59,Male,55-59
2023 - 10,1,10,55-59 Male,3.0,55-59,Male,55-59
2023 - 10,1,8,55-59 Male,3.0,55-59,Male,55-59
2023 - 10,1,17,55-59 Male,2.0,55-59,Male,55-59
2023 - 10,2,12,55-59 Male,2.0,55-59,Male,55-59
2023 - 10,2,17,55-59 Male,2.0,55-59,Male,55-59
2023 - 10,3,52,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,1,6,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,1,3,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,1,4,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,1,7,55-59 Male,9.0,55-59,Male,55-59
2023 - 9,1,10,55-59 Male,3.0,55-59,Male,55-59
2023 - 9,1,8,55-59 Male,2.0,55-59,Male,55-59
2023 - 9,1,84,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,1,5,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,2,35,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,12,55-59 Male,2.0,55-59,Male,55-59
2023 - 9,2,11,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 9,2,49,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,95,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,15,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,16,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,51,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,2,14,55-59 Male,0.0,55-59,Male,55-59
2023 - 9,3,100,55-59 Male,1.0,55-59,Male,55-59
2023 - 4,1,1,55-59 Female,2.0,55-59,Female,55-59
2023 - 4,1,2,55-59 Female,13.0,55-59,Female,55-59
2023 - 4,1,4,55-59 Female,2.0,55-59,Female,55-59
2023 - 4,1,5,55-59 Female,1.0,55-59,Female,55-59
2023 - 4,1,6,55-59 Female,2.0,55-59,Female,55-59
2023 - 4,1,7,55-59 Female,3.0,55-59,Female,55-59
2023 - 4,1,8,55-59 Female,3.0,55-59,Female,55-59
2023 - 4,1,9,55-59 Female,1.0,55-59,Female,55-59
2023 - 4,2,12,55-59 Female,3.0,55-59,Female,55-59
2023 - 4,2,15,55-59 Female,3.0,55-59,Female,55-59
2023 - 4,2,17,55-59 Female,1.0,55-59,Female,55-59
2023 - 8,1,3,55-59 Female,2.0,55-59,Female,55-59
2023 - 8,1,7,55-59 Female,3.0,55-59,Female,55-59
2023 - 8,1,8,55-59 Female,2.0,55-59,Female,55-59
2023 - 8,1,5,55-59 Female,2.0,55-59,Female,55-59
2023 - 8,1,10,55-59 Female,6.0,55-59,Female,55-59
2023 - 8,2,34,55-59 Female,7.0,55-59,Female,55-59
2023 - 8,2,12,55-59 Female,2.0,55-59,Female,55-59
2023 - 8,2,37,55-59 Female,2.0,55-59,Female,55-59
2023 - 12,1,1,55-59 Female,2.0,55-59,Female,55-59
2023 - 12,1,6,55-59 Female,1.0,55-59,Female,55-59
2023 - 12,1,3,55-59 Female,1.0,55-59,Female,55-59
2023 - 12,1,4,55-59 Female,3.0,55-59,Female,55-59
2023 - 12,1,7,55-59 Female,5.0,55-59,Female,55-59
2023 - 12,1,10,55-59 Female,8.0,55-59,Female,55-59
2023 - 12,1,48,55-59 Female,1.0,55-59,Female,55-59
2023 - 12,1,8,55-59 Female,1.0,55-59,Female,55-59
2023 - 12,2,12,55-59 Female,1.0,55-59,Female,55-59
2023 - 12,2,50,55-59 Female,1.0,55-59,Female,55-59
2023 - 12,2,16,55-59 Female,1.0,55-59,Female,55-59
2023 - 7,1,1,55-59 Female,2.0,55-59,Female,55-59
2023 - 7,1,3,55-59 Female,2.0,55-59,Female,55-59
2023 - 7,1,4,55-59 Female,3.0,55-59,Female,55-59
2023 - 7,1,7,55-59 Female,4.0,55-59,Female,55-59
2023 - 7,1,6,55-59 Female,1.0,55-59,Female,55-59
2023 - 7,1,8,55-59 Female,4.0,55-59,Female,55-59
2023 - 7,1,10,55-59 Female,3.0,55-59,Female,55-59
2023 - 7,1,33,55-59 Female,1.0,55-59,Female,55-59
2023 - 7,2,59,55-59 Female,3.0,55-59,Female,55-59
2023 - 7,2,11,55-59 Female,1.0,55-59,Female,55-59
2023 - 7,2,12,55-59 Female,2.0,55-59,Female,55-59
2023 - 7,2,15,55-59 Female,2.0,55-59,Female,55-59
2023 - 7,2,60,55-59 Female,3.0,55-59,Female,55-59
2023 - 7,2,61,55-59 Female,1.0,55-59,Female,55-59
2023 - 7,2,62,55-59 Female,3.0,55-59,Female,55-59
2023 - 7,3,64,55-59 Female,1.0,55-59,Female,55-59
2023 - 7,3,69,55-59 Female,1.0,55-59,Female,55-59
2023 - 6,1,1,55-59 Female,1.0,55-59,Female,55-59
2023 - 6,1,4,55-59 Female,3.0,55-59,Female,55-59
2023 - 6,1,9,55-59 Female,1.0,55-59,Female,55-59
2023 - 6,1,7,55-59 Female,5.0,55-59,Female,55-59
2023 - 6,1,10,55-59 Female,3.0,55-59,Female,55-59
2023 - 6,1,17,55-59 Female,1.0,55-59,Female,55-59
2023 - 6,2,12,55-59 Female,3.0,55-59,Female,55-59
2023 - 6,2,15,55-59 Female,1.0,55-59,Female,55-59
2023 - 6,2,17,55-59 Female,1.0,55-59,Female,55-59
2023 - 6,2,14,55-59 Female,1.0,55-59,Female,55-59
2023 - 11,1,4,55-59 Female,2.0,55-59,Female,55-59
2023 - 11,1,83,55-59 Female,4.0,55-59,Female,55-59
2023 - 11,1,6,55-59 Female,4.0,55-59,Female,55-59
2023 - 11,1,7,55-59 Female,4.0,55-59,Female,55-59
2023 - 11,1,17,55-59 Female,1.0,55-59,Female,55-59
2023 - 11,1,84,55-59 Female,1.0,55-59,Female,55-59
2023 - 11,1,3,55-59 Female,4.0,55-59,Female,55-59
2023 - 11,2,59,55-59 Female,2.0,55-59,Female,55-59
2023 - 11,2,12,55-59 Female,1.0,55-59,Female,55-59
2023 - 10,1,1,55-59 Female,1.0,55-59,Female,55-59
2023 - 10,1,3,55-59 Female,2.0,55-59,Female,55-59
2023 - 10,1,4,55-59 Female,2.0,55-59,Female,55-59
2023 - 10,1,7,55-59 Female,4.0,55-59,Female,55-59
2023 - 10,1,10,55-59 Female,7.0,55-59,Female,55-59
2023 - 10,1,8,55-59 Female,2.0,55-59,Female,55-59
2023 - 10,2,14,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,1,1,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,1,6,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,1,3,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,1,4,55-59 Female,4.0,55-59,Female,55-59
2023 - 9,1,7,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,1,10,55-59 Female,4.0,55-59,Female,55-59
2023 - 9,1,8,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,2,35,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,12,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,11,55-59 Female,2.0,55-59,Female,55-59
2023 - 9,2,17,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,49,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,95,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,15,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,16,55-59 Female,1.0,55-59,Female,55-59
2023 - 9,2,51,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,2,14,55-59 Female,0.0,55-59,Female,55-59
2023 - 9,3,107,55-59 Female,1.0,55-59,Female,55-59
2023 - 4,1,1,60-64 Male,1.0,60-64,Male,60-64
2023 - 4,1,2,60-64 Male,2.0,60-64,Male,60-64
2023 - 4,1,3,60-64 Male,3.0,60-64,Male,60-64
2023 - 4,1,4,60-64 Male,1.0,60-64,Male,60-64
2023 - 4,1,5,60-64 Male,1.0,60-64,Male,60-64
2023 - 4,1,7,60-64 Male,4.0,60-64,Male,60-64
2023 - 4,1,8,60-64 Male,2.0,60-64,Male,60-64
2023 - 4,1,10,60-64 Male,6.0,60-64,Male,60-64
2023 - 4,2,12,60-64 Male,2.0,60-64,Male,60-64
2023 - 4,2,17,60-64 Male,1.0,60-64,Male,60-64
2023 - 8,1,3,60-64 Male,1.0,60-64,Male,60-64
2023 - 8,1,9,60-64 Male,1.0,60-64,Male,60-64
2023 - 8,1,7,60-64 Male,6.0,60-64,Male,60-64
2023 - 8,1,8,60-64 Male,1.0,60-64,Male,60-64
2023 - 8,1,5,60-64 Male,1.0,60-64,Male,60-64
2023 - 8,1,10,60-64 Male,4.0,60-64,Male,60-64
2023 - 8,2,34,60-64 Male,1.0,60-64,Male,60-64
2023 - 8,2,12,60-64 Male,2.0,60-64,Male,60-64
2023 - 8,2,37,60-64 Male,4.0,60-64,Male,60-64
2023 - 12,1,1,60-64 Male,2.0,60-64,Male,60-64
2023 - 12,1,6,60-64 Male,1.0,60-64,Male,60-64
2023 - 12,1,3,60-64 Male,1.0,60-64,Male,60-64
2023 - 12,1,7,60-64 Male,3.0,60-64,Male,60-64
2023 - 12,1,10,60-64 Male,3.0,60-64,Male,60-64
2023 - 12,2,12,60-64 Male,1.0,60-64,Male,60-64
2023 - 12,2,50,60-64 Male,4.0,60-64,Male,60-64
2023 - 7,1,3,60-64 Male,2.0,60-64,Male,60-64
2023 - 7,1,4,60-64 Male,1.0,60-64,Male,60-64
2023 - 7,1,7,60-64 Male,8.0,60-64,Male,60-64
2023 - 7,1,8,60-64 Male,1.0,60-64,Male,60-64
2023 - 7,1,10,60-64 Male,3.0,60-64,Male,60-64
2023 - 7,1,5,60-64 Male,1.0,60-64,Male,60-64
2023 - 7,2,59,60-64 Male,5.0,60-64,Male,60-64
2023 - 7,2,11,60-64 Male,2.0,60-64,Male,60-64
2023 - 7,3,66,60-64 Male,1.0,60-64,Male,60-64
2023 - 6,1,4,60-64 Male,1.0,60-64,Male,60-64
2023 - 6,1,7,60-64 Male,9.0,60-64,Male,60-64
2023 - 6,1,10,60-64 Male,2.0,60-64,Male,60-64
2023 - 6,1,5,60-64 Male,1.0,60-64,Male,60-64
2023 - 6,1,17,60-64 Male,3.0,60-64,Male,60-64
2023 - 6,1,8,60-64 Male,1.0,60-64,Male,60-64
2023 - 6,2,12,60-64 Male,2.0,60-64,Male,60-64
2023 - 6,2,17,60-64 Male,3.0,60-64,Male,60-64
2023 - 11,1,7,60-64 Male,2.0,60-64,Male,60-64
2023 - 11,1,1,60-64 Male,1.0,60-64,Male,60-64
2023 - 11,1,17,60-64 Male,1.0,60-64,Male,60-64
2023 - 11,1,84,60-64 Male,2.0,60-64,Male,60-64
2023 - 11,1,3,60-64 Male,1.0,60-64,Male,60-64
2023 - 11,2,59,60-64 Male,1.0,60-64,Male,60-64
2023 - 11,3,52,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,1,1,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,1,3,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,1,4,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,1,7,60-64 Male,3.0,60-64,Male,60-64
2023 - 10,1,10,60-64 Male,3.0,60-64,Male,60-64
2023 - 10,1,17,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,2,11,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,2,17,60-64 Male,1.0,60-64,Male,60-64
2023 - 10,3,99,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,1,6,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,1,4,60-64 Male,4.0,60-64,Male,60-64
2023 - 9,1,7,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,1,10,60-64 Male,6.0,60-64,Male,60-64
2023 - 9,1,84,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,1,5,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,2,35,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,12,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,2,11,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,17,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,49,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,95,60-64 Male,1.0,60-64,Male,60-64
2023 - 9,2,15,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,16,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,51,60-64 Male,0.0,60-64,Male,60-64
2023 - 9,2,14,60-64 Male,0.0,60-64,Male,60-64
2023 - 4,1,2,60-64 Female,6.0,60-64,Female,60-64
2023 - 4,1,4,60-64 Female,5.0,60-64,Female,60-64
2023 - 4,1,5,60-64 Female,1.0,60-64,Female,60-64
2023 - 4,1,6,60-64 Female,2.0,60-64,Female,60-64
2023 - 4,1,7,60-64 Female,5.0,60-64,Female,60-64
2023 - 4,1,8,60-64 Female,2.0,60-64,Female,60-64
2023 - 4,1,10,60-64 Female,1.0,60-64,Female,60-64
2023 - 4,2,11,60-64 Female,3.0,60-64,Female,60-64
2023 - 4,2,12,60-64 Female,3.0,60-64,Female,60-64
2023 - 8,1,4,60-64 Female,1.0,60-64,Female,60-64
2023 - 8,1,7,60-64 Female,3.0,60-64,Female,60-64
2023 - 8,1,8,60-64 Female,1.0,60-64,Female,60-64
2023 - 8,1,10,60-64 Female,9.0,60-64,Female,60-64
2023 - 8,1,33,60-64 Female,2.0,60-64,Female,60-64
2023 - 8,2,34,60-64 Female,2.0,60-64,Female,60-64
2023 - 8,2,12,60-64 Female,4.0,60-64,Female,60-64
2023 - 8,2,39,60-64 Female,3.0,60-64,Female,60-64
2023 - 8,3,22,60-64 Female,1.0,60-64,Female,60-64
2023 - 8,3,21,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,1,6,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,1,3,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,1,7,60-64 Female,2.0,60-64,Female,60-64
2023 - 12,1,5,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,1,10,60-64 Female,3.0,60-64,Female,60-64
2023 - 12,1,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,1,8,60-64 Female,2.0,60-64,Female,60-64
2023 - 12,2,12,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,2,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 12,2,50,60-64 Female,3.0,60-64,Female,60-64
2023 - 7,1,1,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,1,3,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,1,4,60-64 Female,2.0,60-64,Female,60-64
2023 - 7,1,7,60-64 Female,3.0,60-64,Female,60-64
2023 - 7,1,8,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,1,10,60-64 Female,10.0,60-64,Female,60-64
2023 - 7,1,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,2,59,60-64 Female,3.0,60-64,Female,60-64
2023 - 7,2,11,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,2,12,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,2,17,60-64 Female,2.0,60-64,Female,60-64
2023 - 7,2,60,60-64 Female,2.0,60-64,Female,60-64
2023 - 7,2,62,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,2,63,60-64 Female,1.0,60-64,Female,60-64
2023 - 7,3,22,60-64 Female,1.0,60-64,Female,60-64
2023 - 6,1,1,60-64 Female,1.0,60-64,Female,60-64
2023 - 6,1,4,60-64 Female,3.0,60-64,Female,60-64
2023 - 6,1,9,60-64 Female,1.0,60-64,Female,60-64
2023 - 6,1,3,60-64 Female,3.0,60-64,Female,60-64
2023 - 6,1,7,60-64 Female,5.0,60-64,Female,60-64
2023 - 6,1,10,60-64 Female,3.0,60-64,Female,60-64
2023 - 6,2,12,60-64 Female,2.0,60-64,Female,60-64
2023 - 6,2,15,60-64 Female,2.0,60-64,Female,60-64
2023 - 6,2,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 6,2,14,60-64 Female,1.0,60-64,Female,60-64
2023 - 6,2,75,60-64 Female,4.0,60-64,Female,60-64
2023 - 6,3,77,60-64 Female,1.0,60-64,Female,60-64
2023 - 11,1,4,60-64 Female,4.0,60-64,Female,60-64
2023 - 11,1,83,60-64 Female,1.0,60-64,Female,60-64
2023 - 11,1,6,60-64 Female,2.0,60-64,Female,60-64
2023 - 11,1,7,60-64 Female,5.0,60-64,Female,60-64
2023 - 11,1,1,60-64 Female,2.0,60-64,Female,60-64
2023 - 11,2,59,60-64 Female,3.0,60-64,Female,60-64
2023 - 11,2,36,60-64 Female,1.0,60-64,Female,60-64
2023 - 11,2,12,60-64 Female,3.0,60-64,Female,60-64
2023 - 11,3,52,60-64 Female,1.0,60-64,Female,60-64
2023 - 10,1,1,60-64 Female,1.0,60-64,Female,60-64
2023 - 10,1,6,60-64 Female,3.0,60-64,Female,60-64
2023 - 10,1,3,60-64 Female,1.0,60-64,Female,60-64
2023 - 10,1,4,60-64 Female,2.0,60-64,Female,60-64
2023 - 10,1,7,60-64 Female,8.0,60-64,Female,60-64
2023 - 10,1,10,60-64 Female,6.0,60-64,Female,60-64
2023 - 10,1,8,60-64 Female,1.0,60-64,Female,60-64
2023 - 10,1,5,60-64 Female,2.0,60-64,Female,60-64
2023 - 10,1,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 10,2,35,60-64 Female,1.0,60-64,Female,60-64
2023 - 10,2,12,60-64 Female,2.0,60-64,Female,60-64
2023 - 10,2,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 9,1,1,60-64 Female,1.0,60-64,Female,60-64
2023 - 9,1,6,60-64 Female,2.0,60-64,Female,60-64
2023 - 9,1,4,60-64 Female,3.0,60-64,Female,60-64
2023 - 9,1,7,60-64 Female,3.0,60-64,Female,60-64
2023 - 9,1,10,60-64 Female,4.0,60-64,Female,60-64
2023 - 9,1,8,60-64 Female,1.0,60-64,Female,60-64
2023 - 9,2,35,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,12,60-64 Female,2.0,60-64,Female,60-64
2023 - 9,2,11,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,17,60-64 Female,1.0,60-64,Female,60-64
2023 - 9,2,49,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,95,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,15,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,16,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,51,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,2,14,60-64 Female,0.0,60-64,Female,60-64
2023 - 9,3,52,60-64 Female,1.0,60-64,Female,60-64
2023 - 9,3,105,60-64 Female,1.0,60-64,Female,60-64
2023 - 4,1,2,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,1,4,65-69 Male,2.0,65-69,Male,65-69
2023 - 4,1,5,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,1,6,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,1,7,65-69 Male,4.0,65-69,Male,65-69
2023 - 4,1,8,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,1,10,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,2,12,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,2,15,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,3,21,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,3,23,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,1,4,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,1,7,65-69 Male,6.0,65-69,Male,65-69
2023 - 8,1,17,65-69 Male,3.0,65-69,Male,65-69
2023 - 8,2,34,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,2,12,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,2,17,65-69 Male,2.0,65-69,Male,65-69
2023 - 8,2,37,65-69 Male,5.0,65-69,Male,65-69
2023 - 8,2,38,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,3,22,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,3,40,65-69 Male,1.0,65-69,Male,65-69
2023 - 8,3,47,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,1,1,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,1,6,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,1,3,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,1,4,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,1,7,65-69 Male,5.0,65-69,Male,65-69
2023 - 12,1,10,65-69 Male,2.0,65-69,Male,65-69
2023 - 12,1,8,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,2,11,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,2,12,65-69 Male,1.0,65-69,Male,65-69
2023 - 12,2,50,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,1,1,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,1,3,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,1,4,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,1,7,65-69 Male,4.0,65-69,Male,65-69
2023 - 7,1,10,65-69 Male,3.0,65-69,Male,65-69
2023 - 7,1,17,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,2,59,65-69 Male,7.0,65-69,Male,65-69
2023 - 7,2,17,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,2,62,65-69 Male,1.0,65-69,Male,65-69
2023 - 7,3,71,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,1,1,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,1,4,65-69 Male,2.0,65-69,Male,65-69
2023 - 6,1,9,65-69 Male,2.0,65-69,Male,65-69
2023 - 6,1,7,65-69 Male,9.0,65-69,Male,65-69
2023 - 6,1,10,65-69 Male,3.0,65-69,Male,65-69
2023 - 6,1,5,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,1,17,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,2,12,65-69 Male,3.0,65-69,Male,65-69
2023 - 6,2,16,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,2,17,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,2,75,65-69 Male,3.0,65-69,Male,65-69
2023 - 6,3,76,65-69 Male,1.0,65-69,Male,65-69
2023 - 6,3,23,65-69 Male,2.0,65-69,Male,65-69
2023 - 6,3,62,65-69 Male,2.0,65-69,Male,65-69
2023 - 11,1,83,65-69 Male,1.0,65-69,Male,65-69
2023 - 11,1,6,65-69 Male,3.0,65-69,Male,65-69
2023 - 11,1,7,65-69 Male,3.0,65-69,Male,65-69
2023 - 11,1,1,65-69 Male,1.0,65-69,Male,65-69
2023 - 11,1,17,65-69 Male,3.0,65-69,Male,65-69
2023 - 11,1,84,65-69 Male,1.0,65-69,Male,65-69
2023 - 11,2,59,65-69 Male,3.0,65-69,Male,65-69
2023 - 11,3,91,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,1,1,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,1,6,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,1,3,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,1,7,65-69 Male,7.0,65-69,Male,65-69
2023 - 10,1,10,65-69 Male,2.0,65-69,Male,65-69
2023 - 10,1,17,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,2,17,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,2,95,65-69 Male,2.0,65-69,Male,65-69
2023 - 10,3,52,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,3,23,65-69 Male,1.0,65-69,Male,65-69
2023 - 10,3,95,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,1,6,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,1,3,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,1,4,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,1,7,65-69 Male,5.0,65-69,Male,65-69
2023 - 9,1,10,65-69 Male,2.0,65-69,Male,65-69
2023 - 9,1,8,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,1,84,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,2,35,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,12,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,11,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,17,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,49,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,95,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,15,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,2,16,65-69 Male,0.0,65-69,Male,65-69
